year,season_type,game_id,team,opp,week,completions,attempts,yards,air_yards_intended,air_yards_completed,td,int,sacks,sack_yards,fumbles,fumbles_lost,spikes,epa,epa_pass,epa_int,epa_sack,epa_spike,cpoe,completions_wr,attempts_wr,yards_wr,air_yards_intended_wr,air_yards_completed_wr,td_wr,int_wr,epa_wr,cpoe_wr,completions_te,attempts_te,yards_te,air_yards_intended_te,air_yards_completed_te,td_te,int_te,epa_te,cpoe_te,completions_rb,attempts_rb,yards_rb,air_yards_intended_rb,air_yards_completed_rb,td_rb,int_rb,epa_rb,cpoe_rb,completions_null,attempts_null,yards_null,air_yards_intended_null,air_yards_completed_null,td_null,int_null,epa_null,cpoe_null,completions_other,attempts_other,yards_other,air_yards_intended_other,air_yards_completed_other,td_other,int_other,epa_other,cpoe_other,target_share_wr,target_share_te,target_share_rb,target_share_other,air_yards_intended_share_wr,air_yards_intended_share_te,air_yards_intended_share_rb,air_yards_completed_share_wr,air_yards_completed_share_te,air_yards_completed_share_rb
2020,POST,2020_18_TB_WAS,TB,WAS,18,22,43,381,461,262,2,0,3,-16,0,0,0,19.551707846532494,23.799655254768126,0.0,-4.247947408235632,0.0,-2.331356392350307,14,26,262,364,213,2,0,17.743147500153892,-90.98464548587793,4,7,80,72,53,0,0,5.408242403614952,-14.913359284400956,4,5,39,-4,-4,0,0,2.557076232798863,5.649679899215689,0,2,0,29,0,0,0,-1.9088108817995786,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6046511627906976,0.16279069767441862,0.11627906976744186,0.0,0.789587852494577,0.1561822125813449,-0.008676789587852495,0.8129770992366412,0.20229007633587787,-0.015267175572519083
2020,POST,2020_18_TB_WAS,WAS,TB,18,26,46,306,385,215,1,1,2,-17,0,0,0,0.29965079507737646,2.5132007855753717,-4.323303010780363,-2.213549990497995,0.0,-0.8420939678731192,16,25,212,283,179,1,1,7.1441418608883405,39.73239064216608,6,10,82,109,47,0,0,-0.6061574732121715,9.319379925727837,4,6,12,-5,-11,0,0,-2.2213913191808388,-87.7880930900574,0,3,0,-2,0,0,0,-1.8033922829199582,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5434782608695652,0.21739130434782608,0.13043478260869565,0.0,0.7350649350649351,0.2831168831168831,-0.012987012987012988,0.8325581395348837,0.2186046511627907,-0.05116279069767442
2020,POST,2020_19_BAL_BUF,BAL,BUF,19,20,41,222,277,144,0,1,4,-32,1,0,1,-19.037728713340332,-12.425450793506316,-10.796184677165003,-6.1878319067764105,-0.4244460130576044,-17.403581951345718,12,17,132,180,99,0,0,4.089759609429992,149.1872817277908,4,11,28,69,16,0,1,-15.881045548226782,-285.9406679868698,3,6,51,40,30,0,0,1.6037933362531471,-127.60497927665709,0,1,0,-11,0,0,0,-2.5510025664698333,0.0,1,1,11,-1,-1,0,0,0.313044375507161,10.279953479766846,0.4146341463414634,0.2682926829268293,0.14634146341463414,0.024390243902439025,0.6498194945848376,0.2490974729241877,0.1444043321299639,0.6875,0.1111111111111111,0.20833333333333334
2020,POST,2020_19_BAL_BUF,BUF,BAL,19,23,39,206,372,108,1,0,2,-18,1,0,0,-1.0680815966915513,2.3218015061575747,0.0,-3.389883102849126,0.0,-0.04293093314537703,18,30,176,325,111,1,0,1.2770380776492707,-96.7002630233765,2,2,18,3,3,0,0,1.4740539551712573,43.884944915771484,3,3,12,-6,-6,0,0,0.4437010901747271,51.1410117149353,0,2,0,50,0,0,0,-0.8729916168376803,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7692307692307693,0.05128205128205128,0.07692307692307693,0.0,0.8736559139784946,0.008064516129032258,-0.016129032258064516,1.0277777777777777,0.027777777777777776,-0.05555555555555555
2020,POST,2020_19_CLE_KC,CLE,KC,19,23,38,204,188,113,1,1,1,-8,0,0,0,-5.4006920058565395,-3.9384790732111963,-4.393937679822557,-1.4622129326453432,0.0,0.04092305898666384,13,18,131,134,104,1,1,-5.154774949693232,150.46131014823916,6,9,75,62,32,0,0,7.303491833910812,-13.562169671058674,3,6,6,-11,-14,0,0,-3.372565917321481,-177.37587094306946,0,3,0,12,0,0,0,-1.6030662849079818,0.0,1,1,-8,-9,-9,0,0,-1.1115637551993132,42.0318067073822,0.47368421052631576,0.23684210526315788,0.15789473684210525,0.02631578947368421,0.7127659574468085,0.32978723404255317,-0.05851063829787234,0.9203539823008849,0.2831858407079646,-0.12389380530973451
2020,POST,2020_19_CLE_KC,KC,CLE,19,27,39,321,261,151,1,1,1,-6,0,0,1,10.524753113105845,11.026470517917488,-3.582451900467277,-0.4591716201975942,-0.0425457846140489,8.93221924702327,15,20,196,167,90,0,1,6.981273203242205,133.2611054182053,8,10,109,80,69,1,0,6.577961062225562,79.76176142692569,4,7,16,14,-8,0,0,-2.5327637475502778,-89.92772102355956,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5128205128205128,0.2564102564102564,0.1794871794871795,0.0,0.6398467432950191,0.3065134099616858,0.05363984674329502,0.5960264900662252,0.45695364238410596,-0.052980132450331126
2020,POST,2020_19_LA_GB,GB,LA,19,23,36,296,330,147,2,0,0,0,0,0,0,17.425008632740376,17.425008632740376,0.0,0.0,0.0,3.839620368348228,18,28,222,301,125,2,0,15.835015797146498,91.01655483245851,4,4,60,28,28,0,0,3.559727127489168,121.1303621530533,1,2,14,-11,-6,0,0,0.4458818304119632,-73.92058372497559,0,2,0,12,0,0,0,-2.415616122307256,0.0,0,0,0,0,0,0,0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.05555555555555555,0.0,0.9121212121212121,0.08484848484848485,-0.03333333333333333,0.8503401360544217,0.19047619047619047,-0.04081632653061224
2020,POST,2020_19_LA_GB,LA,GB,19,21,31,174,142,122,1,0,4,-26,0,0,0,-1.9712998489267206,6.081558374979067,0.0,-8.052858223905787,0.0,8.134266445713658,17,21,159,126,111,1,0,8.135826156300025,221.08869552612305,2,3,5,10,5,0,0,-1.3533136788755655,-35.41423082351683,2,2,10,6,6,0,0,0.0583076090551911,66.48779511451721,0,1,0,0,0,0,0,-0.7592617115005851,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6774193548387096,0.0967741935483871,0.06451612903225806,0.0,0.8873239436619719,0.07042253521126761,0.04225352112676056,0.9098360655737705,0.040983606557377046,0.04918032786885246
2020,POST,2020_19_TB_NO,NO,TB,19,20,35,190,205,100,2,3,0,0,0,0,0,-21.456495242705458,-21.456495242705458,-18.03957775660092,0.0,0.0,39.40419265452553,10,19,132,139,84,2,1,-1.2358933340303562,-275.99992752075195,6,8,25,46,11,0,1,-11.53329917229712,-21.510452032089237,4,7,33,20,5,0,1,-7.037020897492766,-119.10685896873474,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,-1.6502818388852123,-56.053805351257324,0.5428571428571428,0.22857142857142856,0.2,0.02857142857142857,0.6780487804878049,0.22439024390243903,0.0975609756097561,0.84,0.11,0.05
2020,POST,2020_19_TB_NO,TB,NO,19,18,34,199,318,104,2,0,1,-10,0,0,0,3.6129236736537784,6.1125684905068844,0.0,-2.499644816853106,0.0,-8.81332128363497,8,16,91,192,55,1,0,2.378314212751336,-116.17420464754103,5,10,64,121,49,0,0,-1.1390337205589327,-129.09747958183289,5,7,44,5,0,1,0,4.873287998314481,-54.381239414215095,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.47058823529411764,0.29411764705882354,0.20588235294117646,0.0,0.6037735849056604,0.3805031446540881,0.015723270440251572,0.5288461538461539,0.47115384615384615,0.0
2020,POST,2020_20_BUF_KC,BUF,KC,20,28,52,287,342,155,2,1,4,-53,0,0,0,-7.757751427234568,1.1163208061424132,-6.2365583912469456,-8.87407223337698,0.0,-1.8183674949866078,16,28,195,296,130,1,1,1.7982000712490198,-106.4875066280365,6,8,42,35,14,1,0,4.137150193866485,52.22250223159789,6,8,50,16,11,0,0,-0.5554307452403009,-40.290105342865004,0,4,0,-5,0,0,0,-4.26359871373279,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.0,0.8654970760233918,0.1023391812865497,0.04678362573099415,0.8387096774193549,0.09032258064516129,0.07096774193548387
2020,POST,2020_20_BUF_KC,KC,BUF,20,29,39,325,208,140,3,0,1,0,0,0,0,21.916084952165654,22.486030932960382,0.0,-0.5699459807947278,0.0,7.002555483426804,14,19,198,122,74,1,0,11.977135275257751,102.75577306747437,13,16,118,78,67,2,0,11.275548541394528,200.74643194675446,2,3,9,8,-1,0,0,-0.7666528836918978,-30.402541160583482,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.48717948717948717,0.41025641025641024,0.07692307692307693,0.0,0.5865384615384616,0.375,0.038461538461538464,0.5285714285714286,0.4785714285714286,-0.007142857142857143
2020,POST,2020_20_TB_GB,GB,TB,20,33,53,346,335,168,3,1,5,-32,0,0,0,3.3095233452364776,10.201407513555417,-1.7520380793721415,-6.8918841683189385,0.0,3.7825166054491732,17,28,254,287,151,2,1,14.296225438276116,-4.65778708457945,7,7,50,21,21,1,0,4.072636411176063,167.43863224983215,9,11,42,1,-4,0,0,-6.940964493842329,37.692534923553474,0,2,0,26,0,0,0,-1.2264898420544341,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5283018867924528,0.1320754716981132,0.20754716981132076,0.0,0.8567164179104477,0.0626865671641791,0.0029850746268656717,0.8988095238095238,0.125,-0.023809523809523808
2020,POST,2020_20_TB_GB,TB,GB,20,20,37,280,416,177,3,3,1,-5,0,0,0,9.33155270376617,11.325125931197794,-9.776490949443541,-1.993573227431625,0.0,-2.390693893303742,11,22,213,375,166,2,3,10.972422417602502,-73.68017435073851,4,6,48,45,13,1,0,2.7047421723254956,43.82767379283905,5,7,19,-4,-2,0,0,-1.3252371409907937,-58.60317349433898,0,1,0,0,0,0,0,-1.0268015177394094,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5945945945945946,0.16216216216216217,0.1891891891891892,0.0,0.9014423076923077,0.10817307692307693,-0.009615384615384616,0.9378531073446328,0.07344632768361582,-0.011299435028248588
2020,REG,2020_01_ARI_SF,ARI,SF,1,26,42,230,192,97,1,1,2,-6,0,0,1,-3.16413580890882,-1.1648610271068753,-5.111413041653577,-2.4101307778619225,0.4108559960599783,-1.9640029186294192,19,26,185,188,92,0,0,7.314140033509177,107.00364410877228,2,4,21,8,6,0,1,-4.484203404339496,-121.5630292892456,5,7,24,-4,-1,1,0,-1.8258388101461485,-67.92873740196228,0,2,0,0,0,0,0,-2.1689588461304083,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6190476190476191,0.09523809523809523,0.16666666666666666,0.0,0.9791666666666666,0.041666666666666664,-0.020833333333333332,0.9484536082474226,0.061855670103092786,-0.010309278350515464
2020,REG,2020_01_ARI_SF,SF,ARI,1,19,36,259,220,98,2,0,3,-16,0,0,0,0.37699550416200084,4.598881161914865,0.0,-4.221885657752864,0.0,-5.53724765777588,4,11,41,125,24,0,0,-5.471178327459701,-191.14456176757812,6,7,56,31,33,0,0,2.4379483182887136,57.10422992706298,8,12,121,49,23,2,0,6.220176252594683,-25.727522373199488,0,1,0,-5,0,0,0,-0.7606014008633792,0.0,1,2,41,20,18,0,0,2.172536319354549,-39.573061466217034,0.3055555555555556,0.19444444444444445,0.3333333333333333,0.05555555555555555,0.5681818181818182,0.1409090909090909,0.22272727272727272,0.24489795918367346,0.336734693877551,0.23469387755102042
2020,REG,2020_01_CHI_DET,CHI,DET,1,20,37,242,349,161,3,0,1,-28,1,0,0,2.509655466849781,4.312618714838154,0.0,-1.802963247988373,0.0,-6.5146558188103345,14,22,201,301,150,2,0,6.907036376390719,110.03456711769104,3,9,25,59,12,1,0,-1.4980398066768108,-224.30905401706696,3,5,16,-11,-1,0,0,-1.0963778548757546,-126.76777839660645,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5945945945945946,0.24324324324324326,0.13513513513513514,0.0,0.8624641833810889,0.16905444126074498,-0.03151862464183381,0.9316770186335404,0.07453416149068323,-0.006211180124223602
2020,REG,2020_01_CHI_DET,DET,CHI,1,24,43,297,372,168,1,1,1,-9,0,0,1,2.01769837262698,4.171476801886526,-3.745253127883189,-2.0601829910883684,-0.0935954381711781,-8.2157502340716,13,28,205,340,146,0,1,0.24750095894675808,-484.3896269798279,5,5,56,22,22,1,0,4.85891887228354,154.7135353088379,6,8,36,10,0,0,0,-0.9349430293437709,-23.601168394088763,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6511627906976745,0.11627906976744186,0.18604651162790697,0.0,0.9139784946236559,0.05913978494623656,0.026881720430107527,0.8690476190476191,0.13095238095238096,0.0
2020,REG,2020_01_CLE_BAL,BAL,CLE,1,21,28,284,257,207,3,0,2,-14,0,0,0,13.760624422243945,17.259738108859544,0.0,-3.499113686615601,0.0,49.01401257073438,13,15,214,182,148,1,0,11.551360865152674,388.0499005317688,7,9,61,71,57,2,0,6.296965469227872,125.48061907291412,0,0,0,0,0,0,0,0.0,0.0,0,1,0,2,0,0,0,-1.5375353611128793,0.0,1,1,9,2,2,0,0,0.9489471355918796,21.045684814453125,0.5357142857142857,0.32142857142857145,0.0,0.03571428571428571,0.708171206225681,0.27626459143968873,0.0,0.714975845410628,0.2753623188405797,0.0
2020,REG,2020_01_CLE_BAL,CLE,BAL,1,21,41,189,358,155,1,1,2,-21,0,0,0,-10.646842806337022,-5.137228776670613,-4.047977090580389,-5.509614029666409,0.0,-3.6124170916836427,10,20,104,234,88,0,1,-6.6910461255163804,-260.54927557706833,6,8,70,67,63,1,0,6.030792428762651,142.8454697132111,5,7,15,7,4,0,0,-2.126730643736664,-30.405294895172126,0,4,0,50,0,0,0,-2.350244436180219,0.0,0,0,0,0,0,0,0,0.0,0.0,0.4878048780487805,0.1951219512195122,0.17073170731707318,0.0,0.6536312849162011,0.1871508379888268,0.019553072625698324,0.567741935483871,0.4064516129032258,0.025806451612903226
2020,REG,2020_01_DAL_LA,DAL,LA,1,25,42,266,283,152,1,0,3,-22,0,0,0,-5.030475797324461,0.5552471968512793,0.0,-5.58572299417574,0.0,-4.0483044016928895,18,25,190,226,130,0,0,-1.815631179157198,95.8309441804886,2,5,23,26,19,0,0,1.4847675044438804,-177.06960439682007,5,7,53,4,3,1,0,2.0854202798800543,-88.7901246547699,0,2,0,27,0,0,0,-1.1993094083154574,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5952380952380952,0.11904761904761904,0.16666666666666666,0.0,0.7985865724381626,0.09187279151943463,0.014134275618374558,0.8552631578947368,0.125,0.019736842105263157
2020,REG,2020_01_DAL_LA,LA,DAL,1,20,32,275,140,80,0,1,1,-6,0,0,0,4.942996442904705,6.91083859338426,-4.1541834271047255,-1.9678421504795551,0.0,-3.566121030598879,12,17,193,97,75,0,1,8.166898687766242,-43.60531866550445,4,6,47,46,18,0,0,2.506214350694791,-32.0203185081482,4,5,35,-19,-13,0,0,0.06614837422966965,-38.490235805511475,0,3,0,16,0,0,0,-3.828422819306442,0.0,0,0,0,0,0,0,0,0.0,0.0,0.53125,0.1875,0.15625,0.0,0.6928571428571428,0.32857142857142857,-0.1357142857142857,0.9375,0.225,-0.1625
2020,REG,2020_01_GB_MIN,GB,MIN,1,32,44,364,391,209,4,0,0,0,0,0,0,17.967952948422433,17.967952948422433,0.0,0.0,0.0,12.177182869477704,22,27,315,333,228,4,0,23.770013498491608,535.2472424507141,1,3,12,57,1,0,0,-0.4927838278235869,-62.84503340721129,9,11,37,-7,-20,0,0,-2.321512665527822,63.393837213516235,0,3,0,8,0,0,0,-2.987764056717766,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6136363636363636,0.06818181818181818,0.25,0.0,0.8516624040920716,0.14578005115089515,-0.017902813299232736,1.0909090909090908,0.004784688995215311,-0.09569377990430622
2020,REG,2020_01_GB_MIN,MIN,GB,1,19,27,259,267,187,2,1,2,-11,0,0,0,6.66373644146944,10.302313635189707,-2.646308496128768,-3.6385771937202662,0.0,7.3378858742890545,11,16,192,230,145,2,1,6.286657383898274,111.77422404289248,3,3,39,33,33,0,0,4.562050995888343,72.04446792602539,5,6,28,4,9,0,0,-0.5463947445969097,14.304226636886586,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5925925925925926,0.1111111111111111,0.2222222222222222,0.0,0.8614232209737828,0.12359550561797752,0.0149812734082397,0.7754010695187166,0.17647058823529413,0.0481283422459893
2020,REG,2020_01_HOU_KC,HOU,KC,1,20,36,253,283,121,1,1,4,-11,0,0,0,4.464922900729623,9.226954087567325,-6.523466475948227,-4.762031186837703,0.0,-1.0555071963204274,13,22,163,232,92,0,1,3.6513674273842907,-70.86130380630492,4,4,58,30,30,1,0,5.279503569123335,129.48102355003357,3,5,32,-2,-1,0,0,0.47926094604190445,-96.61797881126404,0,1,0,23,0,0,0,-0.18317785498220476,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6111111111111112,0.1111111111111111,0.1388888888888889,0.0,0.8197879858657244,0.10600706713780919,-0.007067137809187279,0.7603305785123967,0.24793388429752067,-0.008264462809917356
2020,REG,2020_01_HOU_KC,KC,HOU,1,24,33,211,147,78,3,0,1,-8,0,0,0,13.98782891361043,16.04223631392233,0.0,-2.0544074003119017,0.0,7.842535502982862,16,22,154,147,71,2,0,12.877004772075452,124.78243112564087,6,6,50,14,14,1,0,5.312630690983497,227.80081629753113,2,4,7,-14,-7,0,0,-2.147399149136618,-93.77957582473755,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.6666666666666666,0.18181818181818182,0.12121212121212122,0.0,1.0,0.09523809523809523,-0.09523809523809523,0.9102564102564102,0.1794871794871795,-0.08974358974358974
2020,REG,2020_01_IND_JAX,IND,JAX,1,36,47,363,289,151,1,2,1,-6,0,0,0,7.928272501015083,9.912449390950126,-8.726853928470518,-1.9841768899350427,0.0,10.472451409567958,14,23,152,259,133,0,2,-3.833329919681427,39.828094840049765,5,6,69,49,37,0,0,5.820199806592426,96.54484987258911,17,17,142,-19,-19,1,0,7.925579504039126,345.3598201274872,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.48936170212765956,0.1276595744680851,0.3617021276595745,0.0,0.8961937716262975,0.1695501730103806,-0.0657439446366782,0.8807947019867549,0.24503311258278146,-0.12582781456953643
2020,REG,2020_01_IND_JAX,JAX,IND,1,19,24,173,89,75,3,0,4,-23,0,0,0,8.492176140200794,16.04083439958049,0.0,-7.548658259379696,0.0,17.072650541861854,13,14,129,94,80,3,0,15.008937914681155,323.81001710891724,2,2,8,-1,-1,0,0,-0.2002329784445464,31.33929967880249,3,3,34,-3,-3,0,0,0.4534244579263032,39.242422580718994,0,0,0,0,0,0,0,0.0,0.0,1,1,2,-1,-1,0,0,0.7787050054175779,15.351873636245728,0.5833333333333334,0.08333333333333333,0.125,0.041666666666666664,1.0561797752808988,-0.011235955056179775,-0.033707865168539325,1.0666666666666667,-0.013333333333333334,-0.04
2020,REG,2020_01_LAC_CIN,CIN,LAC,1,23,39,193,291,110,0,1,3,-20,0,0,1,-6.345612661320985,-1.486402569445119,-4.8803431839332925,-4.333839855156839,-0.5253702367190272,-0.23993666355426527,13,22,118,257,95,0,0,0.17922401231314264,-49.05219078063965,5,6,52,46,23,0,0,2.8553224257193506,100.50280690193176,5,7,23,-12,-8,0,1,-4.520949007477612,-60.80814599990846,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.5641025641025641,0.15384615384615385,0.1794871794871795,0.0,0.8831615120274914,0.15807560137457044,-0.041237113402061855,0.8636363636363636,0.20909090909090908,-0.07272727272727272
